,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
54,28.568852943155644,77.20119453798124,Bengal Sweet Corner,28.566017007140655,77.19908237457275,Indian Restaurant
55,28.568852943155644,77.20119453798124,Cafe Coffee Day Safdurjung,28.565317012226423,77.19931157887787,Café
56,28.568852943155644,77.20119453798124,Alkauser,28.565355302128925,77.19901960140817,Middle Eastern Restaurant
57,28.568852943155644,77.20119453798124,F1 Kitchen 'n' Grill,28.56526859664946,77.19919927993621,Restaurant
58,28.568753327141042,77.20732486160999,Nagaland Stall,28.57307015,77.20652094808611,Restaurant
59,28.568753327141042,77.20732486160999,AIIMS Paranthe Wala,28.56949297602287,77.20471864693486,Snack Place
60,28.568753327141042,77.20732486160999,Shooters Bar & Grill,28.565140684963797,77.20824480056761,Restaurant
61,28.568753327141042,77.20732486160999,Navdanya Organic Cafe,28.57290267944336,77.20645141601562,Indian Restaurant
62,28.568753327141042,77.20732486160999,BijoliGrill,28.573012,77.206397,Indian Restaurant
63,28.568753327141042,77.20732486160999,Nagaland Cookhouse,28.573076,77.20634,Northeast Indian Restaurant
64,28.568653434536017,77.21345515407427,China Doll,28.56840481252886,77.21769347968372,Chinese Restaurant
65,28.568653434536017,77.21345515407427,Daichi,28.56810915060104,77.21518957692967,Japanese Restaurant
66,28.568653434536017,77.21345515407427,Circus Restaurant & Bar,28.568610509378058,77.21768786561131,Gastropub
67,28.568653434536017,77.21345515407427,Qureishi's,28.565237045288086,77.21669006347656,Indian Restaurant
68,28.56855326534573,77.21958541528782,China Doll,28.56840481252886,77.21769347968372,Chinese Restaurant
69,28.56855326534573,77.21958541528782,Domino's Pizza,28.57,77.22,Pizza Place
70,28.56855326534573,77.21958541528782,Bengali Sweets,28.569537550088498,77.22094000628562,Indian Restaurant
71,28.56855326534573,77.21958541528782,Domino's Pizza,28.567,77.22,Pizza Place
72,28.56855326534573,77.21958541528782,Moti Mahal Deluxe,28.568538860850442,77.21926835008128,Indian Restaurant
73,28.56855326534573,77.21958541528782,McDonald's,28.568451001384812,77.21950255806662,Fast Food Restaurant
74,28.56855326534573,77.21958541528782,Bhel Puri,28.569345102375447,77.21971452842412,Indian Restaurant
75,28.56855326534573,77.21958541528782,Rang De Basanti Dhaba,28.568095688934903,77.22003452463856,Indian Restaurant
76,28.56855326534573,77.21958541528782,Circus Restaurant & Bar,28.568610509378058,77.21768786561131,Gastropub
77,28.56855326534573,77.21958541528782,Cake Palace,28.56763655872829,77.22115731151872,Bakery
78,28.56855326534573,77.21958541528782,McDonald's,28.568390347080722,77.21972575637614,Fast Food Restaurant
79,28.56855326534573,77.21958541528782,Costa Coffee South Extension 1,28.569327677469605,77.22043751528555,Café
80,28.56855326534573,77.21958541528782,Daitchi,28.56819754073076,77.22247657246882,Chinese Restaurant
81,28.56855326534573,77.21958541528782,Pind Balluchi,28.569525094427163,77.22430105801577,Food Truck
82,28.568452819575402,77.22571564516436,Bengali Sweets,28.569537550088498,77.22094000628562,Indian Restaurant
83,28.568452819575402,77.22571564516436,Aka Saka,28.568918242181844,77.22623778875682,Asian Restaurant
84,28.568452819575402,77.22571564516436,Pind Balluchi,28.569525094427163,77.22430105801577,Food Truck
85,28.568452819575402,77.22571564516436,Daitchi,28.56819754073076,77.22247657246882,Chinese Restaurant
86,28.568452819575402,77.22571564516436,Cake Palace,28.56763655872829,77.22115731151872,Bakery
87,28.568352097230232,77.23184584361759,Le Bistro du Parc,28.56616993623438,77.23337893032114,French Restaurant
88,28.568352097230232,77.23184584361759,Nizam's Kathi Kabab,28.566758665459037,77.23405175350277,Indian Restaurant
89,28.568352097230232,77.23184584361759,Flavours Defence Colony,28.56633353837307,77.23381472548625,Italian Restaurant
90,28.568352097230232,77.23184584361759,1Oak Cafe and Bar,28.56643108508522,77.23384584424532,Café
91,28.568352097230232,77.23184584361759,Domino's Pizza,28.566,77.233,Pizza Place
92,28.568352097230232,77.23184584361759,Flavors of Italy,28.56637302060959,77.2337753594461,Italian Restaurant
93,28.568352097230232,77.23184584361759,Flavor's P'tit Bar,28.566227,77.233347,French Restaurant
94,28.568352097230232,77.23184584361759,Nizam's,28.566703265916846,77.23407420672022,Indian Restaurant
95,28.568352097230232,77.23184584361759,Flavors,28.566377672890695,77.23378472076831,Italian Restaurant
96,28.568251098315454,77.23797601056127,Bikanervala,28.57099184505776,77.23913167574396,Indian Restaurant
97,28.568251098315454,77.23797601056127,Nizam's Kathi Kabab,28.566758665459037,77.23405175350277,Indian Restaurant
98,28.568251098315454,77.23797601056127,Flavours Defence Colony,28.56633353837307,77.23381472548625,Italian Restaurant
99,28.568251098315454,77.23797601056127,KFC,28.569297551986313,77.24262973739373,Fast Food Restaurant
100,28.568251098315454,77.23797601056127,Subway,28.570294255630227,77.23729011227196,Sandwich Place
101,28.568251098315454,77.23797601056127,Mad Over Donuts,28.571745901352973,77.23738431930542,Donut Shop
102,28.568251098315454,77.23797601056127,1Oak Cafe and Bar,28.56643108508522,77.23384584424532,Café
103,28.568251098315454,77.23797601056127,McDonald's,28.56823173649981,77.24128055726467,Fast Food Restaurant
104,28.568251098315454,77.23797601056127,Domino's Pizza,28.57,77.242,Pizza Place
105,28.568251098315454,77.23797601056127,Cafe Coffee Day Lounge,28.569574066816394,77.24146106963553,Café
106,28.568251098315454,77.23797601056127,Flavors of Italy,28.56637302060959,77.2337753594461,Italian Restaurant
107,28.568251098315454,77.23797601056127,Goli Vada Pao,28.570170763838068,77.23980524015442,Indian Restaurant
108,28.568251098315454,77.23797601056127,Ching wah,28.570936305191793,77.23916030227936,Chinese Restaurant
109,28.568251098315454,77.23797601056127,Bikanerwala,28.570990319917385,77.23912125148715,Indian Restaurant
110,28.568251098315454,77.23797601056127,Nizam's,28.566703265916846,77.23407420672022,Indian Restaurant
111,28.568251098315454,77.23797601056127,Aunty Momos,28.56951275839834,77.2421907498189,Dumpling Restaurant
112,28.568251098315454,77.23797601056127,Flavors,28.566377672890695,77.23378472076831,Italian Restaurant
113,28.568149822836315,77.2441061459091,KFC,28.569297551986313,77.24262973739373,Fast Food Restaurant
114,28.568149822836315,77.2441061459091,Costa Coffee,28.567200723291588,77.24477591780726,Café
115,28.568149822836315,77.2441061459091,Pind Balluchi,28.56770549643606,77.24689260904971,Restaurant
116,28.568149822836315,77.2441061459091,Dunkin',28.569049141226696,77.24376796616151,Donut Shop
117,28.568149822836315,77.2441061459091,Domino's Pizza,28.567270799808384,77.24659118681836,Pizza Place
118,28.568149822836315,77.2441061459091,Domino's Pizza,28.57,77.242,Pizza Place
119,28.568149822836315,77.2441061459091,McDonald's,28.56823173649981,77.24128055726467,Fast Food Restaurant
120,28.568149822836315,77.2441061459091,Tibet Kitchen,28.56383374764689,77.24510964985622,Restaurant
121,28.568149822836315,77.2441061459091,Cafe Coffee Day Lounge,28.569574066816394,77.24146106963553,Café
122,28.568149822836315,77.2441061459091,Aunty Momos,28.56951275839834,77.2421907498189,Dumpling Restaurant
123,28.568149822836315,77.2441061459091,Dolma Aunty Momos,28.567124816458094,77.24643964388936,Dumpling Restaurant
124,28.568149822836315,77.2441061459091,Pizza Hut Delivery,28.567679184968515,77.24673150417136,Pizza Place
125,28.568149822836315,77.2441061459091,Afghan Darbar Restaurant,28.570524635699048,77.24265662018821,Afghan Restaurant
126,28.568149822836315,77.2441061459091,Kabul Delhi Restaurant,28.5706657766075,77.24248823352029,Afghan Restaurant
127,28.568149822836315,77.2441061459091,Beliram Decchiwala,28.56891632080078,77.24746942520142,Indian Restaurant
128,28.568149822836315,77.2441061459091,Goli Vada Pao,28.570170763838068,77.23980524015442,Indian Restaurant
129,28.568149822836315,77.2441061459091,Kaka ji Chole Bhature,28.564248661455252,77.24659679951569,Fast Food Restaurant
130,28.568048270798066,77.25023624957481,Pind Balluchi,28.56770549643606,77.24689260904971,Restaurant
131,28.568048270798066,77.25023624957481,Domino's Pizza,28.567270799808384,77.24659118681836,Pizza Place
132,28.568048270798066,77.25023624957481,Beliram Decchiwala,28.56891632080078,77.24746942520142,Indian Restaurant
133,28.568048270798066,77.25023624957481,Pizza Hut Delivery,28.567679184968515,77.24673150417136,Pizza Place
134,28.568048270798066,77.25023624957481,Dolma Aunty Momos,28.567124816458094,77.24643964388936,Dumpling Restaurant
135,28.56794644220599,77.25636632147214,Indian Accent,28.57042284894989,77.2567533800153,Indian Restaurant
136,28.56794644220599,77.25636632147214,In-Q - The Manor,28.570335,77.256656,Indian Restaurant
137,28.56794644220599,77.25636632147214,blooms eros hotel,28.571927,77.258537,Buffet
138,28.573688731440953,77.19209618558294,Khaandani Pakore Wala (Pakoda Point),28.56960468088083,77.19388957301648,Snack Place
139,28.573688731440953,77.19209618558294,Domino's Pizza,28.576,77.195,Pizza Place
140,28.573688731440953,77.19209618558294,Rdbd Rang de Basanti Dhaba,28.576552126905252,77.19525190451647,Indian Restaurant
141,28.573688731440953,77.19209618558294,Haldiram's,28.576374358811357,77.19526594231465,Indian Restaurant
142,28.573688731440953,77.19209618558294,McDonald's,28.575959621653755,77.19520136827462,Fast Food Restaurant
143,28.573688731440953,77.19209618558294,Rang De Basanti Dhaba,28.576022679658717,77.1950497594198,Indian Restaurant
144,28.573688731440953,77.19209618558294,Kulcha King,28.569892111732102,77.1943254033259,Fast Food Restaurant
145,28.573589511090866,77.19822682707883,Domino's Pizza,28.576,77.195,Pizza Place
146,28.573589511090866,77.19822682707883,McDonald's,28.57651519110731,77.19609978713844,Fast Food Restaurant
147,28.573589511090866,77.19822682707883,Rdbd Rang de Basanti Dhaba,28.576552126905252,77.19525190451647,Indian Restaurant
148,28.573589511090866,77.19822682707883,Haldiram's,28.576374358811357,77.19526594231465,Indian Restaurant
149,28.573589511090866,77.19822682707883,Bakes & Byte,28.576560287873274,77.19750916800878,Restaurant
150,28.573589511090866,77.19822682707883,McDonald's,28.575959621653755,77.19520136827462,Fast Food Restaurant
151,28.573589511090866,77.19822682707883,Rang De Basanti Dhaba,28.576022679658717,77.1950497594198,Indian Restaurant
152,28.573589511090866,77.19822682707883,Amar Jyoti Restaurant,28.577417293433125,77.19666129546995,Indian Restaurant
153,28.573490014089,77.20435743753386,Nagaland Stall,28.57307015,77.20652094808611,Restaurant
154,28.573490014089,77.20435743753386,Curry Leaf,28.57323045176796,77.20278156370463,Indian Restaurant
155,28.573490014089,77.20435743753386,August spice,28.573420388451364,77.20629074915615,Café
156,28.573490014089,77.20435743753386,Nagaland Cookhouse,28.573076,77.20634,Northeast Indian Restaurant
157,28.573490014089,77.20435743753386,BijoliGrill,28.573012,77.206397,Indian Restaurant
158,28.573490014089,77.20435743753386,Navdanya Organic Cafe,28.57290267944336,77.20645141601562,Indian Restaurant
159,28.573490014089,77.20435743753386,Manipur stall,28.573277627051702,77.20654340649435,Snack Place
160,28.573490014089,77.20435743753386,Paamna Restaurant,28.573417,77.206851,Indian Restaurant
161,28.573490014089,77.20435743753386,Darbar-E-Awadh,28.573463439941406,77.20687866210938,Indian Restaurant
162,28.573490014089,77.20435743753386,Momo Mia,28.573299089586502,77.20695327169587,Northeast Indian Restaurant
163,28.573490014089,77.20435743753386,Wah Delhi,28.57359745463024,77.20698695918355,Indian Restaurant
164,28.573490014089,77.20435743753386,AIIMS Paranthe Wala,28.56949297602287,77.20471864693486,Snack Place
165,28.573390240440528,77.21048801686173,Nagaland Stall,28.57307015,77.20652094808611,Restaurant
166,28.573390240440528,77.21048801686173,Kerala Hotel,28.574072854821548,77.20992893347261,Indian Restaurant
167,28.573390240440528,77.21048801686173,Momo Mia,28.573299089586502,77.20695327169587,Northeast Indian Restaurant
168,28.573390240440528,77.21048801686173,Sikkim Tourism Stall,28.573365442378364,77.20678483411359,Dim Sum Restaurant
169,28.57329019015063,77.21661856497613,Domino's Pizza,28.57,77.22,Pizza Place
170,28.57329019015063,77.21661856497613,East Kidwai Nagar Market,28.57377978110654,77.21621696945307,Dim Sum Restaurant
171,28.57329019015063,77.21661856497613,Sardar Da Cafe,28.57307103750565,77.22050048248893,Fast Food Restaurant
172,28.5731898632245,77.22274908179077,Domino's Pizza,28.57,77.22,Pizza Place
173,28.5731898632245,77.22274908179077,Bengali Sweets,28.569537550088498,77.22094000628562,Indian Restaurant
174,28.5731898632245,77.22274908179077,Pind Balluchi,28.569525094427163,77.22430105801577,Food Truck
175,28.5731898632245,77.22274908179077,Costa Coffee South Extension 1,28.569327677469605,77.22043751528555,Café
176,28.57308925966734,77.22887956721935,Sagar South Indian Restaurant,28.573392633956587,77.23029286074349,South Indian Restaurant
177,28.57308925966734,77.22887956721935,Amici Cafe,28.573747782505524,77.23017769336003,Italian Restaurant
178,28.57308925966734,77.22887956721935,Swagath Restaurant & Bar,28.573488628580655,77.23018334548219,Indian Restaurant
179,28.57308925966734,77.22887956721935,Sagar Ratna,28.57283887863218,77.23060369491576,Indian Restaurant
180,28.57308925966734,77.22887956721935,Angels In My Kitchen,28.574022931310232,77.22985854796937,Bakery
181,28.57308925966734,77.22887956721935,Brown sugar,28.573646481336336,77.23029155517776,Café
182,28.57308925966734,77.22887956721935,Moets Stone,28.573238361371025,77.23053722007795,Italian Restaurant
183,28.57308925966734,77.22887956721935,subway,28.57368467591628,77.23027955927446,Sandwich Place
184,28.57308925966734,77.22887956721935,Defence Colony Bakery,28.573774427297202,77.2302969610191,Bakery
185,28.57308925966734,77.22887956721935,Colonel's Kababz,28.574008745531483,77.23048985381021,Indian Restaurant
186,28.57308925966734,77.22887956721935,Kent's,28.574091303850583,77.23045544798215,Burger Joint
187,28.57308925966734,77.22887956721935,Ca Va,28.573699326234482,77.23003256615756,Italian Restaurant
188,28.57308925966734,77.22887956721935,Moets Sizzlers,28.573136695769623,77.23043086780952,Restaurant
189,28.57308925966734,77.22887956721935,Cafe WTF,28.573566223942002,77.23047041723802,Café
190,28.57308925966734,77.22887956721935,Au Bon Pain,28.573732938036162,77.23035253441462,Café
191,28.57308925966734,77.22887956721935,Salim Kababs Khan Market Wale,28.573959614726736,77.22975750503267,Indian Restaurant
192,28.57308925966734,77.22887956721935,Def Social,28.572817,77.23033,Restaurant
193,28.57308925966734,77.22887956721935,Liquid Kitchen,28.573906986208744,77.230313,Indian Restaurant
194,28.57308925966734,77.22887956721935,Little Dragon Chinese Van,28.573691320543972,77.22852814237433,Food Truck
195,28.57308925966734,77.22887956721935,Red Monkey,28.573275473323203,77.23034130747291,Asian Restaurant
196,28.57308925966734,77.22887956721935,Akasaka,28.573008,77.230377,Noodle House
197,28.57308925966734,77.22887956721935,Capri Italy,28.5730548935649,77.23040305563907,Italian Restaurant
198,28.57308925966734,77.22887956721935,Rollmaal,28.573060736339777,77.23043673644335,Indian Restaurant
199,28.57308925966734,77.22887956721935,Yoko Sizzlers,28.575624,77.229576,Steakhouse
200,28.572988379484382,77.23501002117561,Sagar South Indian Restaurant,28.573392633956587,77.23029286074349,South Indian Restaurant
201,28.572988379484382,77.23501002117561,Bikanervala,28.57099184505776,77.23913167574396,Indian Restaurant
202,28.572988379484382,77.23501002117561,Amici Cafe,28.573747782505524,77.23017769336003,Italian Restaurant
203,28.572988379484382,77.23501002117561,Sagar Ratna,28.57283887863218,77.23060369491576,Indian Restaurant
204,28.572988379484382,77.23501002117561,Mad Over Donuts,28.571745901352973,77.23738431930542,Donut Shop
205,28.572988379484382,77.23501002117561,Swagath Restaurant & Bar,28.573488628580655,77.23018334548219,Indian Restaurant
206,28.572988379484382,77.23501002117561,Brown sugar,28.573646481336336,77.23029155517776,Café
207,28.572988379484382,77.23501002117561,Moets Stone,28.573238361371025,77.23053722007795,Italian Restaurant
208,28.572988379484382,77.23501002117561,Subway,28.570294255630227,77.23729011227196,Sandwich Place
209,28.572988379484382,77.23501002117561,subway,28.57368467591628,77.23027955927446,Sandwich Place
210,28.572988379484382,77.23501002117561,Defence Colony Bakery,28.573774427297202,77.2302969610191,Bakery
211,28.572988379484382,77.23501002117561,Colonel's Kababz,28.574008745531483,77.23048985381021,Indian Restaurant
212,28.572988379484382,77.23501002117561,Kent's,28.574091303850583,77.23045544798215,Burger Joint
213,28.572988379484382,77.23501002117561,Moets Sizzlers,28.573136695769623,77.23043086780952,Restaurant
214,28.572988379484382,77.23501002117561,Ca Va,28.573699326234482,77.23003256615756,Italian Restaurant
215,28.572988379484382,77.23501002117561,Diva Kitsch,28.57497541330268,77.23819429220147,Asian Restaurant
216,28.572988379484382,77.23501002117561,Akasaka,28.573008,77.230377,Noodle House
217,28.572988379484382,77.23501002117561,Def Social,28.572817,77.23033,Restaurant
218,28.572988379484382,77.23501002117561,Bikanerwala,28.570990319917385,77.23912125148715,Indian Restaurant
219,28.572988379484382,77.23501002117561,Au Bon Pain,28.573732938036162,77.23035253441462,Café
220,28.572988379484382,77.23501002117561,Liquid Kitchen,28.573906986208744,77.230313,Indian Restaurant
221,28.57288722268086,77.24114044357319,Bikanervala,28.57099184505776,77.23913167574396,Indian Restaurant
222,28.57288722268086,77.24114044357319,KFC,28.569297551986313,77.24262973739373,Fast Food Restaurant
223,28.57288722268086,77.24114044357319,Mad Over Donuts,28.571745901352973,77.23738431930542,Donut Shop
224,28.57288722268086,77.24114044357319,Domino's Pizza,28.57,77.242,Pizza Place
225,28.57288722268086,77.24114044357319,Dunkin',28.569049141226696,77.24376796616151,Donut Shop
226,28.57288722268086,77.24114044357319,Subway,28.570294255630227,77.23729011227196,Sandwich Place
227,28.57288722268086,77.24114044357319,Cafe Coffee Day Lounge,28.569574066816394,77.24146106963553,Café
228,28.57288722268086,77.24114044357319,Kabul Delhi Restaurant,28.5706657766075,77.24248823352029,Afghan Restaurant
229,28.57288722268086,77.24114044357319,Anandji Chole Bhature,28.5752,77.2413,Indian Restaurant
230,28.57288722268086,77.24114044357319,Bikanerwala,28.570990319917385,77.23912125148715,Indian Restaurant
231,28.57288722268086,77.24114044357319,Ching wah,28.570936305191793,77.23916030227936,Chinese Restaurant
232,28.57288722268086,77.24114044357319,Afghan Darbar Restaurant,28.570524635699048,77.24265662018821,Afghan Restaurant
233,28.57288722268086,77.24114044357319,Goli Vada Pao,28.570170763838068,77.23980524015442,Indian Restaurant
234,28.57288722268086,77.24114044357319,Diva Kitsch,28.57497541330268,77.23819429220147,Asian Restaurant
235,28.57288722268086,77.24114044357319,Aunty Momos,28.56951275839834,77.2421907498189,Dumpling Restaurant
236,28.57288722268086,77.24114044357319,Mazaar,28.57689506188291,77.24208410453556,Indian Restaurant
237,28.572785789262024,77.24727083432586,Mazar restaurant,28.574274457487093,77.24439660166622,Asian Restaurant
238,28.572785789262024,77.24727083432586,Kabul Delhi Restaurant,28.575545427801526,77.24447518086846,Middle Eastern Restaurant
239,28.572785789262024,77.24727083432586,Beliram Decchiwala,28.56891632080078,77.24746942520142,Indian Restaurant
240,28.572785789262024,77.24727083432586,m.O.d,28.568656456154315,77.24762391862374,Donut Shop
241,28.57268407923315,77.25340119334733,Indian Accent,28.57042284894989,77.2567533800153,Indian Restaurant
242,28.57268407923315,77.25340119334733,Hong Kong,28.574713,77.256584,Chinese Restaurant
243,28.57268407923315,77.25340119334733,In-Q - The Manor,28.570335,77.256656,Indian Restaurant
244,28.5725820925995,77.25953152055129,Indian Accent,28.57042284894989,77.2567533800153,Indian Restaurant
245,28.5725820925995,77.25953152055129,Angels In My Kitchen,28.574885694019407,77.25858720614382,Bakery
246,28.572479829366383,77.26566181585147,Barista,28.571147,77.264767,Café
247,28.572479829366383,77.26566181585147,Ambar Parathe Wala,28.571830353388858,77.26544272767393,Indian Restaurant
248,28.572479829366383,77.26566181585147,Cups & Pups,28.571508,77.26679,Pet Café
249,28.572479829366383,77.26566181585147,Moti Mahal Delux,28.56967298222236,77.26791858673096,Indian Restaurant
250,28.572479829366383,77.26566181585147,Chik Chow,28.569294703245173,77.26791189290627,Chinese Restaurant
251,28.572479829366383,77.26566181585147,Dawat Khana,28.572348924704265,77.27051496505737,Restaurant
252,28.572479829366383,77.26566181585147,"CCD, New Friends Colony",28.57629437263617,77.26303524161575,Café
253,28.578425126805683,77.18912793205128,Jamavar Kashmiri Restaurant @ The Leela,28.580142785889475,77.18926702333043,Indian Restaurant
254,28.578425126805683,77.18912793205128,Le Cirque,28.5797579061002,77.18937425959463,French Restaurant
255,28.578425126805683,77.18912793205128,The Qube,28.58016233519692,77.1892701263573,Breakfast Spot
256,28.578425126805683,77.18912793205128,Megu,28.580273128581677,77.18976804878798,Japanese Restaurant
257,28.578425126805683,77.18912793205128,The Lobby Lounge,28.579982019583856,77.18929409469396,Café
258,28.57832602557771,77.19525886038512,Domino's Pizza,28.576,77.195,Pizza Place
259,28.57832602557771,77.19525886038512,McDonald's,28.57651519110731,77.19609978713844,Fast Food Restaurant
260,28.57832602557771,77.19525886038512,Rdbd Rang de Basanti Dhaba,28.576552126905252,77.19525190451647,Indian Restaurant
261,28.57832602557771,77.19525886038512,Haldiram's,28.576374358811357,77.19526594231465,Indian Restaurant
262,28.57832602557771,77.19525886038512,Amar Jyoti Restaurant,28.577417293433125,77.19666129546995,Indian Restaurant
263,28.57832602557771,77.19525886038512,McDonald's,28.575959621653755,77.19520136827462,Fast Food Restaurant
264,28.57832602557771,77.19525886038512,Rang De Basanti Dhaba,28.576022679658717,77.1950497594198,Indian Restaurant
265,28.57832602557771,77.19525886038512,Bakes & Byte,28.576560287873274,77.19750916800878,Restaurant
266,28.578226647641788,77.20138975771545,Bakes & Byte,28.576560287873274,77.19750916800878,Restaurant
267,28.578226647641788,77.20138975771545,Amar Jyoti Restaurant,28.577417293433125,77.19666129546995,Indian Restaurant
268,28.578126993003085,77.20752062395592,Md Kitchen,28.578222,77.20991,Restaurant
269,28.578126993003085,77.20752062395592,Dosa Junction,28.57717480245098,77.21052970643788,South Indian Restaurant
270,28.578126993003085,77.20752062395592,dilli o dilli,28.579696910747536,77.211602054344,Indian Restaurant
271,28.578027061666777,77.2136514590202,dilli o dilli,28.579696910747536,77.211602054344,Indian Restaurant
272,28.578027061666777,77.2136514590202,Dosa Junction,28.57717480245098,77.21052970643788,South Indian Restaurant
273,28.578027061666777,77.2136514590202,Md Kitchen,28.578222,77.20991,Restaurant
