Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
28.58306249,77.19229064,Kishan Pal Tea Stall,28.58374,77.190743,Snack Place
28.58306249,77.19229064,M K T,28.584156,77.190506,Restaurant
28.58306249,77.19229064,The Lobby Lounge,28.57998202,77.18929409,Café
28.58276388,77.2106841,dilli o dilli,28.57969691,77.21160205,Indian Restaurant
28.58266379,77.21681519,Hot Chimney,28.58370161,77.22057434,Indian Restaurant
28.58266379,77.21681519,Chidambaram's New Madras Hotel,28.58065747,77.22094271,Indian Restaurant
28.58266379,77.21681519,Golden Bakery,28.5846913,77.2197032,Bakery
28.58266379,77.21681519,Chidambaram's,28.58076286,77.22097015,Indian Restaurant
28.58266379,77.21681519,Chocolate Wheel,28.58540781,77.22074188,Bakery
28.58256342,77.22294625,The Ploof Deli Marketplace,28.58358303,77.22328811,Deli / Bodega
28.58256342,77.22294625,Ping's Café Orient,28.583523,77.223287,Bistro
28.58256342,77.22294625,Guppy by ai,28.58460986,77.22370812,Japanese Restaurant
28.58256342,77.22294625,Ploof - Gourmet Kitchen & Deli,28.58368093,77.22323444,Modern European Restaurant
28.58256342,77.22294625,Cafe 88,28.58235627,77.22685006,English Restaurant
28.58256342,77.22294625,Diva Spiced,28.58440817,77.2266532,Asian Restaurant
28.58256342,77.22294625,kunafa,28.58454444,77.22649602,Turkish Restaurant
28.58256342,77.22294625,Elma's Brasserie,28.58449261,77.2266473,Restaurant
28.58256342,77.22294625,Subway,28.58321267,77.22666443,Sandwich Place
28.58256342,77.22294625,Hot Chimney,28.58370161,77.22057434,Indian Restaurant
28.58256342,77.22294625,Tres,28.58464743,77.2231645,Italian Restaurant
28.58256342,77.22294625,Chidambaram's New Madras Hotel,28.58065747,77.22094271,Indian Restaurant
28.58256342,77.22294625,Jamun,28.584576,77.223303,Indian Restaurant
28.58256342,77.22294625,Cafe Coffee Day,28.58491064,77.22659454,Café
28.58256342,77.22294625,Golden Bakery,28.5846913,77.2197032,Bakery
28.58246278,77.22907728,Cafe 88,28.58235627,77.22685006,English Restaurant
28.58246278,77.22907728,Diva Spiced,28.58440817,77.2266532,Asian Restaurant
28.58246278,77.22907728,kunafa,28.58454444,77.22649602,Turkish Restaurant
28.58246278,77.22907728,Elma's Brasserie,28.58449261,77.2266473,Restaurant
28.58246278,77.22907728,Subway,28.58321267,77.22666443,Sandwich Place
28.58246278,77.22907728,Cafe Coffee Day,28.58491064,77.22659454,Café
28.58236186,77.23520827,Ambersari,28.57989317,77.23899135,Indian Restaurant
28.58226067,77.24133924,Chi Kitchen & Bar,28.58138063,77.24199991,Chinese Restaurant
28.58226067,77.24133924,McDonald's,28.58130129,77.24183006,Fast Food Restaurant
28.58226067,77.24133924,Barbeque Nation,28.58129432,77.24202919,BBQ Joint
28.58226067,77.24133924,Subway,28.58281489,77.24487369,Sandwich Place
28.58226067,77.24133924,Mughal Restaurant,28.58128118,77.24270714,Food
28.58226067,77.24133924,Hawkers House,28.5811154,77.24102326,Sandwich Place
28.58226067,77.24133924,Arab Street,28.58020582,77.24238159,Snack Place
28.58226067,77.24133924,Novelty,28.58384984,77.24370622,Fast Food Restaurant
28.58215919,77.24747017,Subway,28.58281489,77.24487369,Sandwich Place
28.58215919,77.24747017,Novelties,28.58378395,77.24910565,Sandwich Place
28.58215919,77.24747017,Novelty,28.58384984,77.24370622,Fast Food Restaurant
28.58215919,77.24747017,Mughal Restaurant,28.58128118,77.24270714,Food
28.58205744,77.25360107,Mother Diary,28.58227137,77.25153026,Café
28.58205744,77.25360107,Papu Kachori Pakode,28.58260749,77.24972303,Indian Restaurant
28.58205744,77.25360107,Hyderabad House,28.58360197,77.24973426,Hyderabadi Restaurant
28.58205744,77.25360107,Novelties,28.58378395,77.24910565,Sandwich Place
28.58195542,77.25973194,Haldirams,28.5843049,77.26190724,Indian Restaurant
28.58185312,77.26586278,Haldirams,28.5843049,77.26190724,Indian Restaurant
28.58185312,77.26586278,haldirams,28.5781643,77.2629679,Indian Restaurant
28.58799634,77.17705912,The Brick House Diner,28.58973799,77.17534457,American Restaurant
28.58789776,77.18319066,Diva,28.58995534,77.18245644,Italian Restaurant
28.58789776,77.18319066,Cafe Coffee Day Basant Lok,28.59148031,77.18442543,Café
28.58779889,77.18932216,Bikanervala,28.58539416,77.19142817,Indian Restaurant
28.58779889,77.18932216,The Potbelly,28.58379635,77.18782846,Northeast Indian Restaurant
28.58779889,77.18932216,Chimney Sizzlers,28.58425712,77.19172105,Chinese Restaurant
28.58779889,77.18932216,Viva O Viva,28.58352293,77.18845739,Seafood Restaurant
28.58779889,77.18932216,Yashwant Place,28.58432886,77.1917087,Indian Restaurant
28.58779889,77.18932216,M K T,28.584156,77.190506,Restaurant
28.58779889,77.18932216,Kishan Pal Tea Stall,28.58374,77.190743,Snack Place
28.58769975,77.19545363,Bikanervala,28.58539416,77.19142817,Indian Restaurant
28.58769975,77.19545363,Zaffrani Zaika,28.58544681,77.19167501,Indian Restaurant
28.58760034,77.20158507,The Putting Den,28.58942986,77.20477295,Asian Restaurant
28.58760034,77.20158507,The Nineteenth Hole,28.5896526,77.20563384,Chinese Restaurant
28.58750064,77.20771648,The Nineteenth Hole,28.5896526,77.20563384,Chinese Restaurant
28.58750064,77.20771648,Barista Lavazza,28.58973785,77.20993458,Café
28.58750064,77.20771648,The Putting Den,28.58942986,77.20477295,Asian Restaurant
28.58740067,77.21384786,Joint,28.58814981,77.21454394,Sushi Restaurant
28.58740067,77.21384786,Barista Lavazza,28.58973785,77.20993458,Café
28.58740067,77.21384786,Canteen,28.583208,77.21386,Cafeteria
28.58740067,77.21384786,Comesum,28.583568,77.211326,Asian Restaurant
28.58730043,77.2199792,Guppy by ai,28.58460986,77.22370812,Japanese Restaurant
28.58730043,77.2199792,Hot Chimney,28.58370161,77.22057434,Indian Restaurant
28.58730043,77.2199792,Tres,28.58464743,77.2231645,Italian Restaurant
28.58730043,77.2199792,Golden Bakery,28.5846913,77.2197032,Bakery
28.58730043,77.2199792,Garden Chef,28.59016049,77.21912506,Chinese Restaurant
28.58730043,77.2199792,Jamun,28.584576,77.223303,Indian Restaurant
28.5871999,77.22611052,The All American Diner,28.58925058,77.2255863,Diner
28.5871999,77.22611052,Diva Spiced,28.58440817,77.2266532,Asian Restaurant
28.5871999,77.22611052,Delhi-o-Delhi,28.58928052,77.22584828,Indian Restaurant
28.5871999,77.22611052,kunafa,28.58454444,77.22649602,Turkish Restaurant
28.5871999,77.22611052,Guppy by ai,28.58460986,77.22370812,Japanese Restaurant
28.5871999,77.22611052,Elma's Brasserie,28.58449261,77.2266473,Restaurant
28.5871999,77.22611052,Oriental Octopus At Habitat,28.58923244,77.22568297,Chinese Restaurant
28.5871999,77.22611052,The Ploof Deli Marketplace,28.58358303,77.22328811,Deli / Bodega
28.5871999,77.22611052,Ping's Café Orient,28.583523,77.223287,Bistro
28.5871999,77.22611052,Ploof - Gourmet Kitchen & Deli,28.58368093,77.22323444,Modern European Restaurant
28.5871999,77.22611052,Subway,28.58321267,77.22666443,Sandwich Place
28.5871999,77.22611052,Tres,28.58464743,77.2231645,Italian Restaurant
28.5871999,77.22611052,Eatopia,28.58998253,77.22550008,Food Court
28.5871999,77.22611052,Cafe Coffee Day,28.58491064,77.22659454,Café
28.5871999,77.22611052,The Deck india habitat centre,28.58882569,77.22579431,Eastern European Restaurant
28.5871999,77.22611052,The Deck (Members Only),28.58927236,77.2253953,Middle Eastern Restaurant
28.5871999,77.22611052,Jamun,28.584576,77.223303,Indian Restaurant
28.58689667,77.24450428,Subway,28.58281489,77.24487369,Sandwich Place
28.58689667,77.24450428,Novelty,28.58384984,77.24370622,Fast Food Restaurant
28.58689667,77.24450428,"Kareems nizamuddin,  Delhi",28.59129904,77.24362203,Awadhi Restaurant
28.58679504,77.25063547,Cafe Turtle,28.5903705,77.25262361,Café
28.58679504,77.25063547,Comesum - The Food Junction,28.58970529,77.25321161,Food Court
28.58679504,77.25063547,Hyderabad House,28.58360197,77.24973426,Hyderabadi Restaurant
28.58679504,77.25063547,Novelties,28.58378395,77.24910565,Sandwich Place
28.58679504,77.25063547,Aggarwal Sweets,28.58844546,77.2539941,Fast Food Restaurant
28.58679504,77.25063547,Papu Kachori Pakode,28.58260749,77.24972303,Indian Restaurant
28.58669313,77.25676662,Comesum - The Food Junction,28.58970529,77.25321161,Food Court
28.58669313,77.25676662,Aggarwal Sweets,28.58844546,77.2539941,Fast Food Restaurant
28.58659095,77.26289775,Haldirams,28.5843049,77.26190724,Indian Restaurant
28.59273246,77.17408982,Cafe Coffee Day,28.59524742,77.17195447,Café
28.59273246,77.17408982,Bukhara,28.59691426,77.17335847,North Indian Restaurant
28.59273246,77.17408982,Café Coffee Day,28.59520653,77.17192531,Café
28.59273246,77.17408982,Pavilion,28.59717561,77.1735414,Indian Restaurant
28.59273246,77.17408982,Blue Ginger- Taj Palace Hotel,28.59556631,77.17061735,Vietnamese Restaurant
28.59273246,77.17408982,Orient Express,28.59527984,77.1710676,French Restaurant
28.59273246,77.17408982,West View,28.59712137,77.17346833,Restaurant
28.59273246,77.17408982,Masala Art - Taj Palace Hotel,28.59500712,77.17060011,Indian Restaurant
28.59273246,77.17408982,Capital Kitchen Taj Palace Hotel,28.596018,77.172088,Bistro
28.59273246,77.17408982,Too Mikkii Tapas,28.59504147,77.17200858,Café
28.59273246,77.17408982,The Brick House Diner,28.58973799,77.17534457,American Restaurant
28.59273246,77.17408982,Army Battle Honours Mess,28.59509153,77.1715312,Diner
28.59273246,77.17408982,The Treat,28.59280148,77.17885457,Food Truck
28.59273246,77.17408982,Spicy Duck,28.595622,77.17052,Chinese Restaurant
28.59263399,77.18022164,The Treat,28.59280148,77.17885457,Food Truck
28.59263399,77.18022164,Diva,28.58995534,77.18245644,Italian Restaurant
28.59263399,77.18022164,Cafe Coffee Day Basant Lok,28.59148031,77.18442543,Café
28.59253525,77.18635342,Cafe Coffee Day Basant Lok,28.59148031,77.18442543,Café
28.59253525,77.18635342,Diva,28.58995534,77.18245644,Italian Restaurant
28.59243623,77.19248518,Sagar Ratna,28.59555141,77.1957636,Indian Restaurant
28.59243623,77.19248518,Cafe Coffee Day,28.58983997,77.19072602,Café
28.59233693,77.19861691,Sagar Ratna,28.59555141,77.1957636,Indian Restaurant
28.59233693,77.19861691,Basil & Thyme @ Santushti,28.59510421,77.1979696,Mediterranean Restaurant
28.59233693,77.19861691,Diggin Cafe,28.595135,77.19783,Café
28.59223736,77.20474861,Subway,28.59335068,77.20694204,Sandwich Place
28.59223736,77.20474861,The Nineteenth Hole,28.5896526,77.20563384,Chinese Restaurant
28.59213751,77.21088027,Subway,28.59335068,77.20694204,Sandwich Place
28.59213751,77.21088027,Barista Lavazza,28.58973785,77.20993458,Café
28.59203738,77.21701191,Garden Chef,28.59016049,77.21912506,Chinese Restaurant
28.59203738,77.21701191,Basil and thyme,28.590849,77.221198,French Restaurant
28.59203738,77.21701191,McDonald's,28.58825885,77.2193833,Fast Food Restaurant
28.59203738,77.21701191,Joint,28.58814981,77.21454394,Sushi Restaurant
28.59193697,77.22314351,The All American Diner,28.58925058,77.2255863,Diner
28.59193697,77.22314351,Delhi-o-Delhi,28.58928052,77.22584828,Indian Restaurant
28.59193697,77.22314351,Oriental Octopus At Habitat,28.58923244,77.22568297,Chinese Restaurant
28.59193697,77.22314351,Eatopia,28.58998253,77.22550008,Food Court
28.59193697,77.22314351,The Deck (Members Only),28.58927236,77.2253953,Middle Eastern Restaurant
28.59193697,77.22314351,The Deck india habitat centre,28.58882569,77.22579431,Eastern European Restaurant
28.59183629,77.22927508,The All American Diner,28.58925058,77.2255863,Diner
28.59183629,77.22927508,Delhi-o-Delhi,28.58928052,77.22584828,Indian Restaurant
28.59183629,77.22927508,Oriental Octopus At Habitat,28.58923244,77.22568297,Chinese Restaurant
28.59183629,77.22927508,Eatopia,28.58998253,77.22550008,Food Court
28.59183629,77.22927508,The Deck (Members Only),28.58927236,77.2253953,Middle Eastern Restaurant
28.59183629,77.22927508,The Deck india habitat centre,28.58882569,77.22579431,Eastern European Restaurant
28.59173533,77.23540662,Indian Accent,28.59202584,77.23800557,Indian Restaurant
28.59173533,77.23540662,Élan @ The Lodhi,28.59159873,77.23820746,Restaurant
28.59173533,77.23540662,Sab Ke Khatir,28.592127,77.235956,Food Stand
28.59173533,77.23540662,The Pool Cafe @ The Lodhi Hotel,28.59155906,77.23827849,Café
28.5916341,77.24153813,Ghalib Kabab Corner,28.59220882,77.24251673,BBQ Joint
28.5916341,77.24153813,Karims,28.59139559,77.24365657,Mughlai Restaurant
28.5916341,77.24153813,Indian Accent,28.59202584,77.23800557,Indian Restaurant
28.5916341,77.24153813,Élan @ The Lodhi,28.59159873,77.23820746,Restaurant
28.5916341,77.24153813,Slice of Italy,28.59301452,77.24201918,Pizza Place
28.5916341,77.24153813,Aap Ki Khatir,28.59286083,77.24133758,Indian Restaurant
28.5916341,77.24153813,Tahir Kabab Corner,28.59172882,77.24453692,Indian Restaurant
28.59153259,77.2476696,Karims,28.59139559,77.24365657,Mughlai Restaurant
28.59153259,77.2476696,Tahir Kabab Corner,28.59172882,77.24453692,Indian Restaurant
28.59153259,77.2476696,Al Mehran,28.59071464,77.24423944,Fast Food Restaurant
28.59153259,77.2476696,"Kareems nizamuddin,  Delhi",28.59129904,77.24362203,Awadhi Restaurant
28.5914308,77.25380105,Cafe Turtle,28.5903705,77.25262361,Café
28.5914308,77.25380105,Comesum - The Food Junction,28.58970529,77.25321161,Food Court
28.5914308,77.25380105,Aneja,28.589415,77.252629,Indian Restaurant
28.5914308,77.25380105,Aggarwal Sweets,28.58844546,77.2539941,Fast Food Restaurant
28.59737017,77.17725236,Bukhara,28.59691426,77.17335847,North Indian Restaurant
28.59737017,77.17725236,Dum Pukht,28.59719402,77.17328825,Indian Restaurant
28.59737017,77.17725236,Pavilion,28.59717561,77.1735414,Indian Restaurant
28.59737017,77.17725236,West View,28.59712137,77.17346833,Restaurant
28.59737017,77.17725236,My Humble House-ITC Maurya,28.59732361,77.17360919,Chinese Restaurant
28.59737017,77.17725236,The Burger Girl,28.59886359,77.17466503,Burger Joint
28.59737017,77.17725236,Ottimo,28.597398,77.173732,Italian Restaurant
28.59737017,77.17725236,Tian,28.59748777,77.17361481,Asian Restaurant
28.59727155,77.18338443,Tiger's Kiosk,28.59870629,77.18098298,Snack Place
28.59717265,77.18951648,Samawar - The Coffee Shop,28.597267,77.191812,Diner
28.59717265,77.18951648,The Qube,28.59925307,77.18864832,Restaurant
28.59717265,77.18951648,Pure Punjabi,28.59972678,77.18990617,Indian Restaurant
28.59717265,77.18951648,Pepper Bistro,28.59310401,77.18892217,Indian Restaurant
28.59707347,77.19564849,Sagar Ratna,28.59555141,77.1957636,Indian Restaurant
28.59707347,77.19564849,The Oudh,28.59645303,77.19540351,Indian Restaurant
28.59707347,77.19564849,S Nom Nom,28.59709306,77.19641423,Chinese Restaurant
28.59707347,77.19564849,Shraman,28.59738412,77.19573481,Vegetarian / Vegan Restaurant
28.59707347,77.19564849,Zerruco,28.59797856,77.19622697,Italian Restaurant
28.59707347,77.19564849,Ashoka hotel,28.59750443,77.19570673,Indian Restaurant
28.59707347,77.19564849,Diggin Cafe,28.595135,77.19783,Café
28.59707347,77.19564849,Basil & Thyme @ Santushti,28.59510421,77.1979696,Mediterranean Restaurant
28.59707347,77.19564849,Odisha Niwas Canteen,28.60067001,77.1971835,Indian Restaurant
28.59697401,77.20178048,Kashmir Lounge Gymkhana Club,28.59821565,77.20498254,Food
28.59697401,77.20178048,Basil & Thyme @ Santushti,28.59510421,77.1979696,Mediterranean Restaurant
28.59697401,77.20178048,Diggin Cafe,28.595135,77.19783,Café
28.59687428,77.20791243,Subway,28.59335068,77.20694204,Sandwich Place
28.59687428,77.20791243,Kashmir Lounge Gymkhana Club,28.59821565,77.20498254,Food
28.59687428,77.20791243,Oriental Lounge,28.59817414,77.20460635,Chinese Restaurant
28.59677427,77.21404435,Dhaba by Claridges,28.60063337,77.21655357,North Indian Restaurant
28.59677427,77.21404435,Jade,28.6003838,77.21678961,Chinese Restaurant
28.59677427,77.21404435,Pickwicks,28.600563,77.21667976,Breakfast Spot
28.59657342,77.2263081,Perch,28.5999874,77.22634987,Café
28.59657342,77.2263081,SODABOTTLEOPENERWALA,28.60014087,77.22627304,Irani Cafe
28.59657342,77.2263081,L'Opera,28.59978438,77.22614412,Café
28.59657342,77.2263081,The Big Chill Cafe,28.6006863,77.22763622,Italian Restaurant
28.59657342,77.2263081,Smoke House Deli,28.59985009,77.22689969,French Restaurant
28.59657342,77.2263081,La Vie,28.60044861,77.2269516,Mediterranean Restaurant
28.59657342,77.2263081,Khan Chacha,28.60061825,77.22723729,Indian Restaurant
28.59657342,77.2263081,La Bodega,28.60027598,77.22765266,Mexican Restaurant
28.59657342,77.2263081,Mamagoto,28.60046945,77.22727179,Chinese Restaurant
28.59657342,77.2263081,The Blue Door Cafe,28.60006783,77.22658165,Café
28.59657342,77.2263081,Wok In The Clouds,28.60050188,77.22722974,Indian Restaurant
28.59657342,77.2263081,Smokeys BBQ & Grill,28.600465,77.22713597,BBQ Joint
28.59657342,77.2263081,Town Hall,28.60018042,77.226954,Asian Restaurant
28.59657342,77.2263081,The Chatter House,28.60029774,77.22706055,Café
28.59657342,77.2263081,Choko La,28.60013879,77.22644667,Food
28.59657342,77.2263081,Cafe Turtle,28.6001592,77.22723799,Café
28.59657342,77.2263081,The Coffee Bean & Tea Leaf,28.60019072,77.22678658,Café
28.59657342,77.2263081,Sidewok,28.60076567,77.22701345,Asian Restaurant
28.59657342,77.2263081,Subway,28.59958445,77.22618511,Sandwich Place
28.59657342,77.2263081,McDonald's,28.60060793,77.22778777,Fast Food Restaurant
28.59657342,77.2263081,Cafe Coffee Day,28.59980835,77.226753,Café
28.59657342,77.2263081,Barcelos,28.60037957,77.22700686,Portuguese Restaurant
28.59657342,77.2263081,Latitude 28,28.59958792,77.22641171,Café
28.59657342,77.2263081,Sidewok (With Liquor),28.59981396,77.22695634,Chinese Restaurant
28.59657342,77.2263081,The Kitchen,28.59985086,77.22638309,Eastern European Restaurant
28.59657342,77.2263081,The Artful Baker,28.59983583,77.22671495,Bakery
28.59657342,77.2263081,mr. choy,28.59990635,77.22641181,Chinese Restaurant
28.59657342,77.2263081,Arza Bibi Kebabs,28.60000755,77.22665881,Asian Restaurant
28.59657342,77.2263081,Sly Granny,28.600063,77.226173,Gastropub
28.59657342,77.2263081,Civil House,28.600173,77.227481,Bistro
28.59657342,77.2263081,Au Bon Pain,28.60067913,77.22713036,Bakery
28.59657342,77.2263081,Parallel,28.600797,77.227324,Restaurant
28.59637147,77.23857172,The Oberoi Patisserie and Delicatessen,28.59644316,77.24008371,Bakery
28.59637147,77.23857172,360,28.59660024,77.23960878,Restaurant
28.59637147,77.23857172,Travertino,28.59647187,77.2396593,Italian Restaurant
28.59637147,77.23857172,Club Bar,28.59661598,77.23964808,Café
28.59637147,77.23857172,Indian Accent,28.59202584,77.23800557,Indian Restaurant
28.59637147,77.23857172,Taipan,28.5963816,77.23976221,Chinese Restaurant
28.59637147,77.23857172,The Oberoi - Threesixty°,28.596513,77.23947968,Restaurant
28.59637147,77.23857172,Baoshuan,28.596374,77.239757,Chinese Restaurant
28.59637147,77.23857172,Omya,28.596531,77.239589,Indian Restaurant
28.59637147,77.23857172,Aap Ki Khatir,28.59286083,77.24133758,Indian Restaurant
28.59627008,77.24470348,Ghalib Kabab Corner,28.59220882,77.24251673,BBQ Joint
28.59627008,77.24470348,The Oberoi Patisserie and Delicatessen,28.59644316,77.24008371,Bakery
28.59627008,77.24470348,360,28.59660024,77.23960878,Restaurant
28.59627008,77.24470348,Travertino,28.59647187,77.2396593,Italian Restaurant
28.59627008,77.24470348,Club Bar,28.59661598,77.23964808,Café
28.59627008,77.24470348,Taipan,28.5963816,77.23976221,Chinese Restaurant
28.59627008,77.24470348,Slice of Italy,28.59301452,77.24201918,Pizza Place
28.59627008,77.24470348,Baoshuan,28.596374,77.239757,Chinese Restaurant
28.59627008,77.24470348,Omya,28.596531,77.239589,Indian Restaurant
28.6021063,77.17428282,The Burger Girl,28.59886359,77.17466503,Burger Joint
28.6021063,77.17428282,Fujita,28.60087787,77.17856816,Japanese Restaurant
28.60200779,77.18041519,Fujita,28.60087787,77.17856816,Japanese Restaurant
28.60190901,77.18654752,Amour Bistro,28.60156939,77.18592319,Café
28.60190901,77.18654752,Sanadige,28.601969,77.18702,Karnataka Restaurant
28.60190901,77.18654752,Lázeez Affaire,28.60223672,77.18604379,Indian Restaurant
28.60190901,77.18654752,Moti Mahal Delux,28.60167698,77.18710603,Indian Restaurant
28.60190901,77.18654752,Sidewok,28.60250026,77.18642152,Asian Restaurant
28.60190901,77.18654752,Jakoi,28.60523883,77.18758138,Northeast Indian Restaurant
28.60190901,77.18654752,Al Kauser,28.60540083,77.18796189,BBQ Joint
28.60190901,77.18654752,FEZ Restaurant,28.60245111,77.18632274,Moroccan Restaurant
28.60190901,77.18654752,Fujiya,28.60152592,77.186129,Chinese Restaurant
28.60190901,77.18654752,The Qube,28.59925307,77.18864832,Restaurant
28.60190901,77.18654752,Assam Bhavan,28.60551346,77.18776669,Restaurant
28.60180995,77.19267982,Gam Delicacy,28.601718,77.196041,Restaurant
28.60180995,77.19267982,Odisha Niwas Canteen,28.60067001,77.1971835,Indian Restaurant
28.60180995,77.19267982,The Qube,28.59925307,77.18864832,Restaurant
28.60171062,77.19881209,Odisha Niwas Canteen,28.60067001,77.1971835,Indian Restaurant
28.60171062,77.19881209,Gam Delicacy,28.601718,77.196041,Restaurant
28.60171062,77.19881209,Zerruco,28.59797856,77.19622697,Italian Restaurant
28.60161101,77.20494433,Kashmir Lounge Gymkhana Club,28.59821565,77.20498254,Food
28.60161101,77.20494433,Oriental Lounge,28.59817414,77.20460635,Chinese Restaurant
28.60151112,77.21107654,Sevilla,28.6011435,77.21617449,Mediterranean Restaurant
28.60151112,77.21107654,Ye Old Bakery,28.601071,77.216086,Bakery
28.60141095,77.21720872,Sevilla,28.6011435,77.21617449,Mediterranean Restaurant
28.60141095,77.21720872,Dhaba by Claridges,28.60063337,77.21655357,North Indian Restaurant
28.60141095,77.21720872,Jade,28.6003838,77.21678961,Chinese Restaurant
28.60141095,77.21720872,Pickwicks,28.600563,77.21667976,Breakfast Spot
28.60131051,77.22334086,SODABOTTLEOPENERWALA,28.60014087,77.22627304,Irani Cafe
28.60131051,77.22334086,Perch,28.5999874,77.22634987,Café
28.60131051,77.22334086,Varq | वर्क,28.60454695,77.223781,Indian Restaurant
28.60131051,77.22334086,L'Opera,28.59978438,77.22614412,Café
28.60131051,77.22334086,The Big Chill Cafe,28.6006863,77.22763622,Italian Restaurant
28.60131051,77.22334086,The House of Ming,28.60450382,77.22359232,Chinese Restaurant
28.60131051,77.22334086,Smoke House Deli,28.59985009,77.22689969,French Restaurant
28.60131051,77.22334086,La Vie,28.60044861,77.2269516,Mediterranean Restaurant
28.60131051,77.22334086,Wasabi by Morimoto,28.60458047,77.22367225,Japanese Restaurant
28.60131051,77.22334086,Khan Chacha,28.60061825,77.22723729,Indian Restaurant
28.60131051,77.22334086,Machan,28.60465736,77.22370647,Restaurant
28.60131051,77.22334086,Wok In The Clouds,28.60050188,77.22722974,Indian Restaurant
28.60131051,77.22334086,Mamagoto,28.60046945,77.22727179,Chinese Restaurant
28.60131051,77.22334086,The Blue Door Cafe,28.60006783,77.22658165,Café
28.60131051,77.22334086,La Bodega,28.60027598,77.22765266,Mexican Restaurant
28.60131051,77.22334086,Smokeys BBQ & Grill,28.600465,77.22713597,BBQ Joint
28.60131051,77.22334086,Choko La,28.60013879,77.22644667,Food
28.60131051,77.22334086,The Chatter House,28.60029774,77.22706055,Café
28.60131051,77.22334086,Town Hall,28.60018042,77.226954,Asian Restaurant
28.60131051,77.22334086,Cafe Turtle,28.6001592,77.22723799,Café
28.60131051,77.22334086,Sidewok,28.60076567,77.22701345,Asian Restaurant
28.60131051,77.22334086,The Coffee Bean & Tea Leaf,28.60019072,77.22678658,Café
28.60131051,77.22334086,Subway,28.59958445,77.22618511,Sandwich Place
28.60131051,77.22334086,McDonald's,28.60060793,77.22778777,Fast Food Restaurant
28.60131051,77.22334086,Barcelos,28.60037957,77.22700686,Portuguese Restaurant
28.60131051,77.22334086,Cafe Coffee Day,28.59980835,77.226753,Café
28.60131051,77.22334086,Latitude 28,28.59958792,77.22641171,Café
28.60131051,77.22334086,Sidewok (With Liquor),28.59981396,77.22695634,Chinese Restaurant
28.60131051,77.22334086,The Kitchen,28.59985086,77.22638309,Eastern European Restaurant
28.60131051,77.22334086,Sly Granny,28.600063,77.226173,Gastropub
28.60131051,77.22334086,Yum Yum Cha,28.600058,77.22639,Japanese Restaurant
28.60131051,77.22334086,Watermelon,28.5996778,77.22621543,American Restaurant
28.60131051,77.22334086,Arza Bibi Kebabs,28.60000755,77.22665881,Asian Restaurant
28.60131051,77.22334086,Good Earth Cafe,28.599567,77.226364,Bakery
28.60131051,77.22334086,Parallel,28.600797,77.227324,Restaurant
28.60131051,77.22334086,China Fare,28.60016187,77.22750841,Chinese Restaurant
28.60120979,77.22947298,The Big Chill Cafe,28.6006863,77.22763622,Italian Restaurant
28.60120979,77.22947298,Yellow Brick Road,28.60188444,77.229298,Restaurant
28.60120979,77.22947298,SODABOTTLEOPENERWALA,28.60014087,77.22627304,Irani Cafe
28.60120979,77.22947298,Perch,28.5999874,77.22634987,Café
28.60120979,77.22947298,Smoke House Deli,28.59985009,77.22689969,French Restaurant
28.60120979,77.22947298,Khan Chacha,28.60061825,77.22723729,Indian Restaurant
28.60120979,77.22947298,La Vie,28.60044861,77.2269516,Mediterranean Restaurant
28.60120979,77.22947298,L'Opera,28.59978438,77.22614412,Café
28.60120979,77.22947298,La Bodega,28.60027598,77.22765266,Mexican Restaurant
28.60120979,77.22947298,Mamagoto,28.60046945,77.22727179,Chinese Restaurant
28.60120979,77.22947298,Wok In The Clouds,28.60050188,77.22722974,Indian Restaurant
28.60120979,77.22947298,Smokeys BBQ & Grill,28.600465,77.22713597,BBQ Joint
28.60120979,77.22947298,The Blue Door Cafe,28.60006783,77.22658165,Café
28.60120979,77.22947298,The Chatter House,28.60029774,77.22706055,Café
28.60120979,77.22947298,Cafe Turtle,28.6001592,77.22723799,Café
28.60120979,77.22947298,Town Hall,28.60018042,77.226954,Asian Restaurant
28.60120979,77.22947298,Sidewok,28.60076567,77.22701345,Asian Restaurant
28.60120979,77.22947298,Choko La,28.60013879,77.22644667,Food
28.60120979,77.22947298,The Coffee Bean & Tea Leaf,28.60019072,77.22678658,Café
28.60120979,77.22947298,McDonald's,28.60060793,77.22778777,Fast Food Restaurant
28.60120979,77.22947298,Barcelos,28.60037957,77.22700686,Portuguese Restaurant
28.60120979,77.22947298,Cafe Coffee Day,28.59980835,77.226753,Café
28.60120979,77.22947298,Subway,28.59958445,77.22618511,Sandwich Place
28.60120979,77.22947298,Sidewok (With Liquor),28.59981396,77.22695634,Chinese Restaurant
28.60120979,77.22947298,Latitude 28,28.59958792,77.22641171,Café
28.60120979,77.22947298,The Kitchen,28.59985086,77.22638309,Eastern European Restaurant
28.60120979,77.22947298,Larry's China,28.60176088,77.22919615,Chinese Restaurant
28.60120979,77.22947298,Parallel,28.600797,77.227324,Restaurant
28.60120979,77.22947298,China Fare,28.60016187,77.22750841,Chinese Restaurant
28.60120979,77.22947298,Arza Bibi Kebabs,28.60000755,77.22665881,Asian Restaurant
28.60120979,77.22947298,Yum Yum Cha,28.600058,77.22639,Japanese Restaurant
28.60120979,77.22947298,Sly Granny,28.600063,77.226173,Gastropub
