,Unnamed: 0,Neighborhood_Latitude,Neighborhood_Longitude,indian_Venue,indian_Venue_Latitude,indian_Venue_Longitude,Distance,Venue_Category,neigh_lat_lon
117,117,28.572988379484386,77.23501002117561,Kathputli,28.573695,77.23027,470,Rajasthani Restaurant,28.572988379484386-77.23501002117561
118,118,28.57288722268086,77.24114044357319,Bikanervala,28.57099184505776,77.23913167574396,288,Indian Restaurant,28.57288722268086-77.24114044357319
119,119,28.57288722268086,77.24114044357319,Anandji Chole Bhature,28.5752,77.2413,257,Indian Restaurant,28.57288722268086-77.24114044357319
120,120,28.57288722268086,77.24114044357319,Bikanerwala,28.570990319917385,77.23912125148715,289,Indian Restaurant,28.57288722268086-77.24114044357319
121,121,28.57288722268086,77.24114044357319,Goli Vada Pao,28.570170763838068,77.23980524015442,329,Indian Restaurant,28.57288722268086-77.24114044357319
122,122,28.57288722268086,77.24114044357319,Mazaar,28.57689506188291,77.24208410453556,455,Indian Restaurant,28.57288722268086-77.24114044357319
123,123,28.572785789262024,77.24727083432586,Beliram Decchiwala,28.56891632080078,77.24746942520142,431,Indian Restaurant,28.572785789262024-77.24727083432586
124,124,28.572785789262024,77.24727083432586,Wah Ji Wah,28.57510672151448,77.24316739160896,477,Indian Restaurant,28.572785789262024-77.24727083432586
125,125,28.57268407923315,77.25340119334733,Indian Accent,28.57042284894989,77.2567533800153,413,Indian Restaurant,28.57268407923315-77.25340119334733
126,126,28.57268407923315,77.25340119334733,The Manor Hotel,28.57045905048506,77.25679070551244,413,Hotel,28.57268407923315-77.25340119334733
127,127,28.57268407923315,77.25340119334733,In-Q - The Manor,28.570335,77.256656,411,Indian Restaurant,28.57268407923315-77.25340119334733
128,128,28.5725820925995,77.25953152055129,Indian Accent,28.57042284894989,77.2567533800153,362,Indian Restaurant,28.5725820925995-77.25953152055129
129,129,28.5725820925995,77.25953152055129,The Manor Hotel,28.57045905048506,77.25679070551244,357,Hotel,28.5725820925995-77.25953152055129
130,130,28.5725820925995,77.25953152055129,In-Q - The Manor,28.570335,77.256656,376,Indian Restaurant,28.5725820925995-77.25953152055129
131,131,28.572479829366383,77.26566181585147,Ambar Parathe Wala,28.571830353388854,77.26544272767393,75,Indian Restaurant,28.572479829366383-77.26566181585147
132,132,28.572479829366383,77.26566181585147,Moti Mahal Delux,28.56967298222236,77.26791858673096,382,Indian Restaurant,28.572479829366383-77.26566181585147
133,133,28.578425126805683,77.18912793205128,Jamavar Kashmiri Restaurant @ The Leela,28.580142785889475,77.18926702333043,191,Indian Restaurant,28.578425126805683-77.18912793205128
134,134,28.578425126805683,77.18912793205128,The Leela Palace,28.57992320896025,77.18929069931625,167,Hotel,28.578425126805683-77.18912793205128
135,135,28.578425126805683,77.18912793205128,The Qube,28.58016233519692,77.1892701263573,193,Breakfast Spot,28.578425126805683-77.18912793205128
136,136,28.57832602557771,77.19525886038512,Rdbd Rang de Basanti Dhaba,28.57655212690525,77.19525190451647,197,Indian Restaurant,28.57832602557771-77.19525886038512
137,137,28.57832602557771,77.19525886038512,Haldiram's,28.57637435881136,77.19526594231465,217,Indian Restaurant,28.57832602557771-77.19525886038512
138,138,28.57832602557771,77.19525886038512,Amar Jyoti Restaurant,28.577417293433125,77.19666129546995,170,Indian Restaurant,28.57832602557771-77.19525886038512
139,139,28.57832602557771,77.19525886038512,Rang De Basanti Dhaba,28.57602267965872,77.1950497594198,257,Indian Restaurant,28.57832602557771-77.19525886038512
140,140,28.578226647641788,77.20138975771545,Amar Jyoti Restaurant,28.577417293433125,77.19666129546995,470,Indian Restaurant,28.578226647641788-77.20138975771545
141,141,28.578226647641788,77.20138975771545,rasoi Plaza,28.578075273467363,77.19642546229475,485,Indian Restaurant,28.578226647641788-77.20138975771545
142,142,28.578126993003085,77.20752062395592,Appus Hotel,28.575048,77.21011,426,Indian Restaurant,28.578126993003085-77.20752062395592
143,143,28.578126993003085,77.20752062395592,dilli o dilli,28.579696910747536,77.211602054344,435,Indian Restaurant,28.578126993003085-77.20752062395592
144,144,28.578126993003085,77.20752062395592,Dosa Junction,28.57717480245098,77.21052970643788,312,South Indian Restaurant,28.578126993003085-77.20752062395592
145,145,28.578027061666777,77.2136514590202,dilli o dilli,28.579696910747536,77.211602054344,273,Indian Restaurant,28.578027061666777-77.2136514590202
146,146,28.578027061666777,77.2136514590202,Appus Hotel,28.575048,77.21011,479,Indian Restaurant,28.578027061666777-77.2136514590202
147,147,28.578027061666777,77.2136514590202,Dosa Junction,28.57717480245098,77.21052970643788,319,South Indian Restaurant,28.578027061666777-77.2136514590202
148,148,28.57792685363805,77.219782262822,Chidambaram's New Madras Hotel,28.580657473052533,77.22094271197862,324,Indian Restaurant,28.57792685363805-77.219782262822
149,149,28.57792685363805,77.219782262822,Chidambaram's,28.58076286315918,77.2209701538086,336,Indian Restaurant,28.57792685363805-77.219782262822
150,150,28.57782636892211,77.22591303527498,New Madras Hotel,28.580004538171348,77.2243515818299,286,Indian Restaurant,28.57782636892211-77.22591303527498
151,151,28.57772560752417,77.23204377629285,Colonel's Kababz,28.574008745531483,77.23048985381021,440,Indian Restaurant,28.57772560752417-77.23204377629285
152,152,28.57772560752417,77.23204377629285,Liquid Kitchen,28.573906986208744,77.230313,457,Indian Restaurant,28.57772560752417-77.23204377629285
153,153,28.57772560752417,77.23204377629285,Salim Kababs Khan Market Wale,28.573959614726736,77.22975750503267,475,Indian Restaurant,28.57772560752417-77.23204377629285
154,154,28.57772560752417,77.23204377629285,"Moti Mahal Delux, Defence Colony",28.573599835777195,77.23015044930057,495,Indian Restaurant,28.57772560752417-77.23204377629285
155,155,28.57772560752417,77.23204377629285,Kathputli,28.573695,77.23027,481,Rajasthani Restaurant,28.57772560752417-77.23204377629285
156,156,28.577624569449465,77.23817448578932,Saleem's,28.577576,77.23819,5,Indian Restaurant,28.577624569449465-77.23817448578932
157,157,28.577624569449465,77.23817448578932,Deez Biryani,28.57713220884342,77.23843004205739,60,Indian Restaurant,28.577624569449465-77.23817448578932
158,158,28.577624569449465,77.23817448578932,Mazaar,28.57689506188291,77.24208410453556,390,Indian Restaurant,28.577624569449465-77.23817448578932
159,159,28.577624569449465,77.23817448578932,Anandji Chole Bhature,28.5752,77.2413,407,Indian Restaurant,28.577624569449465-77.23817448578932
160,160,28.57752325470323,77.24430516367804,Mazaar,28.57689506188291,77.24208410453556,228,Indian Restaurant,28.57752325470323-77.24430516367804
161,161,28.57752325470323,77.24430516367804,Wah Ji Wah,28.57510672151448,77.24316739160896,291,Indian Restaurant,28.57752325470323-77.24430516367804
162,162,28.57752325470323,77.24430516367804,KiTchen Khurana,28.57879884946325,77.24069770706988,380,Indian Restaurant,28.57752325470323-77.24430516367804
163,163,28.57752325470323,77.24430516367804,Anandji Chole Bhature,28.5752,77.2413,391,Indian Restaurant,28.57752325470323-77.24430516367804
164,164,28.57752325470323,77.24430516367804,hunger,28.57518196105957,77.24288177490234,295,North Indian Restaurant,28.57752325470323-77.24430516367804
165,165,28.577421663290743,77.25043580987274,Other country food,28.580578496675614,77.25010468301647,352,Indian Restaurant,28.577421663290743-77.25043580987274
166,166,28.57721765048809,77.26269700683484,haldirams,28.5781642984318,77.26296789863937,108,Indian Restaurant,28.57721765048809-77.26269700683484
167,167,28.583161468630028,77.18615942259304,The Potbelly,28.583796346289404,77.1878284612995,177,Indian Restaurant,28.583161468630028-77.18615942259304
168,168,28.583161468630028,77.18615942259304,Jamavar Kashmiri Restaurant @ The Leela,28.580142785889475,77.18926702333043,452,Indian Restaurant,28.583161468630028-77.18615942259304
169,169,28.583161468630028,77.18615942259304,Tamil Nadu House Canteen,28.583111926681426,77.19103325736886,476,Indian Restaurant,28.583161468630028-77.18615942259304
170,170,28.583161468630028,77.18615942259304,The Leela Palace,28.57992320896025,77.18929069931625,472,Hotel,28.583161468630028-77.18615942259304
171,171,28.583161468630028,77.18615942259304,The Qube,28.58016233519692,77.1892701263573,451,Breakfast Spot,28.583161468630028-77.18615942259304
172,172,28.58306248657739,77.19229063781384,Jamavar Kashmiri Restaurant @ The Leela,28.580142785889475,77.18926702333043,439,Indian Restaurant,28.58306248657739-77.19229063781384
173,173,28.58306248657739,77.19229063781384,Tamil Nadu House Canteen,28.583111926681426,77.19103325736886,123,Indian Restaurant,28.58306248657739-77.19229063781384
174,174,28.58306248657739,77.19229063781384,Bikanervala,28.58539415667423,77.19142816862616,272,Indian Restaurant,28.58306248657739-77.19229063781384
175,175,28.58306248657739,77.19229063781384,The Potbelly,28.583796346289404,77.1878284612995,443,Indian Restaurant,28.58306248657739-77.19229063781384
176,176,28.58306248657739,77.19229063781384,The Leela Palace,28.57992320896025,77.18929069931625,456,Hotel,28.58306248657739-77.19229063781384
177,177,28.58306248657739,77.19229063781384,Yashwant Place,28.584328859422836,77.19170870025458,152,Indian Restaurant,28.58306248657739-77.19229063781384
178,178,28.58306248657739,77.19229063781384,Chimney Sizzlers,28.58425712366592,77.19172105387057,144,Chinese Restaurant,28.58306248657739-77.19229063781384
179,179,28.58306248657739,77.19229063781384,The Qube,28.58016233519692,77.1892701263573,437,Breakfast Spot,28.58306248657739-77.19229063781384
180,180,28.582963227760636,77.19842182206845,Amber Restaurant,28.582893,77.20227,376,Indian Restaurant,28.582963227760636-77.19842182206845
181,181,28.582963227760636,77.19842182206845,Sagar Restaurant,28.582952,77.20235,383,Indian Restaurant,28.582963227760636-77.19842182206845
182,182,28.58286369218491,77.20455297527052,Sagar Restaurant,28.582952,77.20235,215,Indian Restaurant,28.58286369218491-77.20455297527052
183,183,28.58286369218491,77.20455297527052,Amber Restaurant,28.582893,77.20227,223,Indian Restaurant,28.58286369218491-77.20455297527052
184,184,28.58276387985541,77.21068409733371,dilli o dilli,28.579696910747536,77.211602054344,353,Indian Restaurant,28.58276387985541-77.21068409733371
185,185,28.5826637907773,77.21681518817171,Chidambaram's New Madras Hotel,28.580657473052533,77.22094271197862,461,Indian Restaurant,28.5826637907773-77.21681518817171
186,186,28.5826637907773,77.21681518817171,Hot Chimney,28.58370160693686,77.22057434083216,385,Indian Restaurant,28.5826637907773-77.21681518817171
187,187,28.5826637907773,77.21681518817171,Chidambaram's,28.58076286315918,77.2209701538086,457,Indian Restaurant,28.5826637907773-77.21681518817171
188,188,28.58256342495577,77.22294624769816,Chidambaram's New Madras Hotel,28.580657473052533,77.22094271197862,288,Indian Restaurant,28.58256342495577-77.22294624769816
189,189,28.58256342495577,77.22294624769816,Hot Chimney,28.58370160693686,77.22057434083216,264,Indian Restaurant,28.58256342495577-77.22294624769816
190,190,28.58256342495577,77.22294624769816,Jamun,28.584576,77.223303,226,Indian Restaurant,28.58256342495577-77.22294624769816
191,191,28.58256342495577,77.22294624769816,Chidambaram's,28.58076286315918,77.2209701538086,278,Indian Restaurant,28.58256342495577-77.22294624769816
192,192,28.58256342495577,77.22294624769816,Anna Muthulaxmi,28.582260625665445,77.22740650177002,437,Indian Restaurant,28.58256342495577-77.22294624769816
193,193,28.58256342495577,77.22294624769816,Carnatic Cafe,28.583904,77.2267,396,South Indian Restaurant,28.58256342495577-77.22294624769816
194,194,28.582462782396057,77.22907727582675,Anna Muthulaxmi,28.582260625665445,77.22740650177002,164,Indian Restaurant,28.582462782396057-77.22907727582675
195,195,28.582462782396057,77.22907727582675,tikka town,28.58622117012594,77.22647917615916,489,Indian Restaurant,28.582462782396057-77.22907727582675
196,196,28.582462782396057,77.22907727582675,Carnatic Cafe,28.583904,77.2267,282,South Indian Restaurant,28.582462782396057-77.22907727582675
197,197,28.582361863103365,77.23520827247116,Ambersari,28.57989316544552,77.23899134934071,460,Indian Restaurant,28.582361863103365-77.23520827247116
198,198,28.58226066708294,77.24133923754503,Ambersari,28.57989316544552,77.23899134934071,349,Indian Restaurant,28.58226066708294-77.24133923754503
199,199,28.58226066708294,77.24133923754503,KiTchen Khurana,28.57879884946325,77.24069770706988,390,Indian Restaurant,28.58226066708294-77.24133923754503
200,200,28.58215919434004,77.2474701709621,Papu Kachori Pakode,28.58260748842925,77.24972303035811,225,Indian Restaurant,28.58215919434004-77.2474701709621
201,201,28.58215919434004,77.2474701709621,Vatika Grand,28.584128260509647,77.24849387588849,240,Indian Restaurant,28.58215919434004-77.2474701709621
202,202,28.58215919434004,77.2474701709621,"Bhashi Restaurant, Mathura Road",28.58198539575973,77.25046388438822,293,Indian Restaurant,28.58215919434004-77.2474701709621
203,203,28.58215919434004,77.2474701709621,Other country food,28.580578496675614,77.25010468301647,311,Indian Restaurant,28.58215919434004-77.2474701709621
204,204,28.58215919434004,77.2474701709621,Hyderabad House,28.583601966727112,77.24973425545397,273,Hyderabadi Restaurant,28.58215919434004-77.2474701709621
205,205,28.582057444879933,77.253601072636,"Bhashi Restaurant, Mathura Road",28.58198539575973,77.25046388438822,306,Indian Restaurant,28.582057444879933-77.253601072636
206,206,28.582057444879933,77.253601072636,Papu Kachori Pakode,28.58260748842925,77.24972303035811,384,Indian Restaurant,28.582057444879933-77.253601072636
207,207,28.582057444879933,77.253601072636,Other country food,28.580578496675614,77.25010468301647,379,Indian Restaurant,28.582057444879933-77.253601072636
208,208,28.582057444879933,77.253601072636,Hyderabad House,28.583601966727112,77.24973425545397,415,Hyderabadi Restaurant,28.582057444879933-77.253601072636
209,209,28.581955418707903,77.25973194248043,Haldirams,28.58430489541148,77.26190724167218,337,Indian Restaurant,28.581955418707903-77.25973194248043
